Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,profit ,proper data
6393,CA-2018-159632,09-10-2018,11-10-2018,First Class,CP-12086,Cathy Prescott,Corporate,United States,Lakewood,Ohio,58792.24477,East,FUR-FU-10003578,Furniture,Furnishings,Nu-Dell Leatherette Frames,220.5399955,33.08099933,09-10-2018
6394,CA-2018-173233,29-07-2018,01-08-2018,Second Class,GM-14441,Gary McGarr,Consumer,United States,Troy,New York,58793.14164,East,OFF-AR-10002657,Office Supplies,Art,Sanford Liquid Accent Highlighters,220.5373341,33.08060012,29-07-2018
6395,CA-2015-110101,25-04-2015,29-04-2015,Standard Class,LC-16886,Lena Creighton,Consumer,United States,Wilmington,North Carolina,58794.0385,South,TEC-PH-10004532,Technology,Phones,AT&T CL2910,220.5346727,33.08020091,25-04-2015
6396,CA-2016-103724,01-12-2016,06-12-2016,Standard Class,BT-11306,Beth Thompson,Home Office,United States,Seattle,Washington,58794.93536,West,OFF-AR-10003252,Office Supplies,Art,Prang Drawing Pencil Set,220.5320113,33.0798017,01-12-2016
6397,CA-2015-127188,04-12-2015,08-12-2015,Standard Class,CP-12086,Cathy Prescott,Corporate,United States,New York City,New York,58795.83223,East,TEC-PH-10000674,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,220.5293499,33.07940249,04-12-2015
6398,CA-2018-128476,26-08-2018,01-09-2018,Standard Class,SC-20681,Steve Carroll,Home Office,United States,Columbus,Georgia,58796.72909,South,TEC-AC-10000159,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,220.5266885,33.07900328,26-08-2018
6399,CA-2015-100007,07-09-2015,13-09-2015,Standard Class,DK-13376,Dennis Kane,Consumer,United States,New York City,New York,58797.62595,East,TEC-PH-10002076,Technology,Phones,AT&T EL51110 DECT,220.5240271,33.07860407,07-09-2015
6400,CA-2018-144828,21-12-2018,27-12-2018,Standard Class,SE-20111,Sanjit Engle,Consumer,United States,Costa Mesa,California,58798.52282,West,OFF-ST-10004341,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",220.5213657,33.07820486,21-12-2018
6401,CA-2015-110030,06-12-2015,08-12-2015,Second Class,LF-17186,Luke Foster,Consumer,United States,Houston,Texas,58799.41968,Central,FUR-FU-10002760,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,220.5187043,33.07780565,06-12-2015
6402,CA-2015-121286,04-11-2015,08-11-2015,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,58800.31654,South,OFF-FA-10000586,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,220.5160429,33.07740644,04-11-2015
6403,CA-2015-121286,04-11-2015,08-11-2015,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,58801.21341,South,OFF-AP-10004860,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,220.5133815,33.07700723,04-11-2015
6404,CA-2017-164736,14-04-2017,19-04-2017,Second Class,TB-21401,Tom Boeckenhauer,Consumer,United States,Alexandria,Virginia,58802.11027,South,OFF-ST-10001559,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,220.5107201,33.07660802,14-04-2017
6405,CA-2015-153479,04-10-2015,08-10-2015,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,58803.00713,West,OFF-LA-10004690,Office Supplies,Labels,Avery 513,220.5080587,33.07620881,04-10-2015
6406,CA-2015-153479,04-10-2015,08-10-2015,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,58803.904,West,OFF-BI-10002868,Office Supplies,Binders,GBC Recycled Regency Composition Covers,220.5053973,33.0758096,04-10-2015
6407,CA-2018-149888,07-11-2018,13-11-2018,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,58804.80086,East,TEC-PH-10003812,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,220.5027359,33.07541039,07-11-2018
6408,CA-2018-149888,07-11-2018,13-11-2018,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,58805.69772,East,FUR-TA-10000850,Furniture,Tables,Bevis Rectangular Conference Tables,220.5000745,33.07501118,07-11-2018
6409,CA-2018-119193,22-12-2018,24-12-2018,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,58806.59459,East,OFF-BI-10000849,Office Supplies,Binders,Angle-D Ring Binders,220.4974131,33.07461197,22-12-2018
6410,CA-2018-119193,22-12-2018,24-12-2018,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,58807.49145,East,TEC-PH-10003073,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,220.4947517,33.07421276,22-12-2018
6411,CA-2018-104801,13-02-2018,19-02-2018,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,58808.38831,West,OFF-AR-10001548,Office Supplies,Art,Newell 312,220.4920903,33.07381355,13-02-2018
6412,CA-2018-104801,13-02-2018,19-02-2018,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,58809.28518,West,TEC-AC-10001839,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,220.4894289,33.07341434,13-02-2018
6413,CA-2018-104801,13-02-2018,19-02-2018,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,58810.18204,West,FUR-FU-10004018,Furniture,Furnishings,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",220.4867675,33.07301513,13-02-2018
6414,CA-2015-107594,02-07-2015,06-07-2015,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,58811.0789,East,TEC-PH-10002924,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",220.4841061,33.07261592,02-07-2015
6415,CA-2015-107594,02-07-2015,06-07-2015,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,58811.97577,East,OFF-AR-10000717,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,220.4814447,33.07221671,02-07-2015
6416,CA-2016-129770,21-02-2016,23-02-2016,Second Class,JE-15716,Joe Elijah,Consumer,United States,Las Cruces,New Mexico,58812.87263,West,OFF-PA-10000250,Office Supplies,Paper,Easy-staple paper,220.4787833,33.0718175,21-02-2016
6417,CA-2016-115798,13-11-2016,19-11-2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,58813.76949,East,TEC-PH-10003692,Technology,Phones,BlackBerry Q11,220.4761219,33.07141829,13-11-2016
6418,CA-2016-115798,13-11-2016,19-11-2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,58814.66636,East,OFF-PA-10001561,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",220.4734605,33.07101908,13-11-2016
6419,CA-2016-115798,13-11-2016,19-11-2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,58815.56322,East,FUR-BO-10004468,Furniture,Bookcases,Bestar Classic Bookcase,220.4707991,33.07061987,13-11-2016
6420,CA-2016-115798,13-11-2016,19-11-2016,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,58816.46008,East,TEC-PH-10001820,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,220.4681377,33.07022066,13-11-2016
6421,CA-2018-122707,16-04-2018,18-04-2018,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,58817.35695,South,OFF-SU-10000158,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,220.4654763,33.06982145,16-04-2018
6422,CA-2018-122707,16-04-2018,18-04-2018,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,58818.25381,South,TEC-AC-10004228,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,220.4628149,33.06942224,16-04-2018
6423,CA-2017-165016,25-02-2017,27-02-2017,Second Class,BD-11726,Bruce Degenhardt,Consumer,United States,Newark,Ohio,58819.15067,East,OFF-EN-10003135,Office Supplies,Envelopes,Staple envelope,220.4601535,33.06902303,25-02-2017
6424,CA-2015-149245,04-11-2015,08-11-2015,Standard Class,MS-17531,MaryBeth Skach,Consumer,United States,San Diego,California,58820.04754,West,FUR-FU-9999835,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",220.4574921,33.06862382,04-11-2015
6425,CA-2016-140144,20-06-2016,25-06-2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,58820.9444,West,FUR-FU-9997417,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",220.4548307,33.06822461,20-06-2016
6426,CA-2016-140144,20-06-2016,25-06-2016,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,58821.84126,West,TEC-PH-10002727,Technology,Phones,netTALK DUO VoIP Telephone Service,220.4521693,33.0678254,20-06-2016
6427,CA-2018-163322,07-08-2018,11-08-2018,Second Class,FM-14381,Fred McMath,Consumer,United States,Jacksonville,North Carolina,58822.73813,South,TEC-AC-10004572,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,220.4495079,33.06742619,07-08-2018
6428,CA-2015-155888,12-05-2015,17-05-2015,Standard Class,KT-16481,Kean Thornton,Consumer,United States,Franklin,Massachusetts,58823.63499,East,FUR-TA-10002229,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",220.4468465,33.06702698,12-05-2015
6429,US-2016-165450,22-11-2016,26-11-2016,Standard Class,AP-10721,Anne Pryor,Home Office,United States,Frisco,Texas,58824.53185,Central,TEC-AC-10004128,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,220.4441851,33.06662777,22-11-2016
6430,CA-2016-110248,04-12-2016,08-12-2016,Standard Class,RH-19556,Ritsa Hightower,Consumer,United States,Tallahassee,Florida,58825.42872,South,OFF-BI-10001554,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,220.4415237,33.06622856,04-12-2016
6431,US-2015-141258,08-06-2015,14-06-2015,Standard Class,CS-11951,Carlos Soltero,Consumer,United States,Seattle,Washington,58826.32558,West,FUR-CH-10002759,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",220.4388623,33.06582935,08-06-2015
6432,CA-2015-161389,08-08-2015,11-08-2015,Second Class,TM-21011,Tamara Manning,Consumer,United States,Vacaville,California,58827.22244,West,OFF-ST-10000533,Office Supplies,Storage,Advantus Rolling Drawer Organizers,220.4362009,33.06543014,08-08-2015
6433,CA-2015-164749,26-05-2015,30-05-2015,Standard Class,HF-14996,Herbert Flentye,Consumer,United States,Los Angeles,California,58828.11931,West,FUR-CH-10000989,Furniture,Chairs,Hon Olson Stacker Stools,220.4335395,33.06503093,26-05-2015
6434,CA-2016-155306,17-04-2016,21-04-2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,58829.01617,West,OFF-AR-10003252,Office Supplies,Art,Prang Drawing Pencil Set,220.4308781,33.06463172,17-04-2016
6435,CA-2016-155306,17-04-2016,21-04-2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,58829.91303,West,TEC-AC-10003175,Technology,Accessories,Plantronics S12 Corded Telephone Headset System,220.4282167,33.06423251,17-04-2016
6436,CA-2016-155306,17-04-2016,21-04-2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,58830.8099,West,TEC-PH-10002311,Technology,Phones,Plantronics Calisto P620-M USB Wireless Speakerphone System,220.4255553,33.0638333,17-04-2016
6437,CA-2016-155306,17-04-2016,21-04-2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,58831.70676,West,OFF-AP-10002652,Office Supplies,Appliances,Hoover Upright Vacuum With Dirt Cup,220.4228939,33.06343409,17-04-2016
6438,CA-2016-155306,17-04-2016,21-04-2016,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,58832.60362,West,OFF-PA-10001185,Office Supplies,Paper,Xerox 1904,220.4202325,33.06303488,17-04-2016
6439,CA-2017-127775,11-06-2017,13-06-2017,Second Class,ES-14021,Erica Smith,Consumer,United States,New York City,New York,58833.50049,East,TEC-AC-10002403,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,220.4175711,33.06263567,11-06-2017
6440,CA-2017-146171,11-03-2017,15-03-2017,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,58834.39735,South,FUR-FU-10004271,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",220.4149097,33.06223646,11-03-2017
6441,CA-2017-146171,11-03-2017,15-03-2017,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,58835.29421,South,OFF-ST-10001527,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,220.4122483,33.06183725,11-03-2017
6442,CA-2015-129575,26-05-2015,29-05-2015,First Class,Dp-13241,Dean percer,Home Office,United States,Murray,Utah,58836.19108,West,OFF-PA-10002894,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",220.4095869,33.06143804,26-05-2015
6443,CA-2018-126536,12-10-2018,14-10-2018,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,58837.08794,West,TEC-AC-10003710,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,220.4069255,33.06103883,12-10-2018
6444,CA-2018-126536,12-10-2018,14-10-2018,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,58837.9848,West,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,220.4042641,33.06063962,12-10-2018
6445,CA-2018-165757,22-06-2018,28-06-2018,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,58838.88167,East,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,220.4016027,33.06024041,22-06-2018
6446,CA-2018-165757,22-06-2018,28-06-2018,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,58839.77853,East,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,220.3989413,33.0598412,22-06-2018
6447,CA-2018-165757,22-06-2018,28-06-2018,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,58840.67539,East,OFF-ST-10004836,Office Supplies,Storage,Plastic Stacking Crates & Casters,220.3962799,33.05944199,22-06-2018
6448,CA-2018-167752,15-01-2018,18-01-2018,First Class,RW-19690,Robert Waldorf,Consumer,United States,Philadelphia,Pennsylvania,58841.57226,East,OFF-AP-10000159,Office Supplies,Appliances,Belkin F9M820V08 8 Outlet Surge,220.3936185,33.05904278,15-01-2018
6449,CA-2018-167752,15-01-2018,18-01-2018,First Class,RW-19690,Robert Waldorf,Consumer,United States,Philadelphia,Pennsylvania,58842.46912,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,220.3909571,33.05864357,15-01-2018
6450,US-2016-122140,02-04-2016,07-04-2016,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,58843.36598,Central,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,220.3882957,33.05824436,02-04-2016
6451,US-2016-122140,02-04-2016,07-04-2016,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,58844.26285,Central,TEC-AC-10003540,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.1,220.3856343,33.05784515,02-04-2016
6452,US-2016-122140,02-04-2016,07-04-2016,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,58845.15971,Central,TEC-AC-10003791,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,220.3829729,33.05744594,02-04-2016
6453,CA-2017-163987,03-09-2017,10-09-2017,Standard Class,JJ-15446,Jennifer Jackson,Consumer,United States,Waukesha,Wisconsin,58846.05657,Central,OFF-ST-10000919,Office Supplies,Storage,Crate-A-Files,220.3803115,33.05704673,03-09-2017
6454,CA-2018-158968,10-12-2018,12-12-2018,First Class,BT-11681,Brian Thompson,Consumer,United States,Fort Lauderdale,Florida,58846.95344,South,FUR-FU-10001941,Furniture,Furnishings,Staple-based wall hangings,220.3776501,33.05664752,10-12-2018
6455,CA-2017-131577,22-11-2017,26-11-2017,Standard Class,RD-19586,Rob Dowd,Consumer,United States,Detroit,Michigan,58847.8503,Central,OFF-BI-10002853,Office Supplies,Binders,Ibico Standard Transparent Covers,220.3749888,33.05624831,22-11-2017
6456,CA-2018-143456,11-11-2018,18-11-2018,Standard Class,ML-17756,Max Ludwig,Home Office,United States,Springfield,Ohio,58848.74716,East,OFF-PA-10004452,Office Supplies,Paper,Xerox 223,220.3723274,33.0558491,11-11-2018
6457,CA-2017-144730,21-10-2017,25-10-2017,Standard Class,JE-15746,Joel Eaton,Consumer,United States,San Diego,California,58849.64403,West,OFF-ST-10004805,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",220.369666,33.05544989,21-10-2017
6458,CA-2016-150049,21-12-2016,25-12-2016,Standard Class,ER-13856,Elpida Rittenbach,Corporate,United States,Colorado Springs,Colorado,58850.54089,West,OFF-AP-10003972,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,220.3670046,33.05505068,21-12-2016
6459,CA-2016-161564,17-07-2016,19-07-2016,Second Class,JM-15536,Jessica Myrick,Consumer,United States,Bakersfield,California,58851.43776,West,FUR-BO-10003160,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",220.3643432,33.05465147,17-07-2016
6460,CA-2018-108322,30-04-2018,05-05-2018,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,58852.33462,South,FUR-FU-10001936,Furniture,Furnishings,3M Hangers With Command Adhesive,220.3616818,33.05425226,30-04-2018
6461,CA-2018-108322,30-04-2018,05-05-2018,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,58853.23148,South,TEC-AC-10003434,Technology,Accessories,Maxell 4.7GB DVD+R 5/Pack,220.3590204,33.05385305,30-04-2018
6462,CA-2018-167668,06-05-2018,08-05-2018,First Class,TC-21296,Toby Carlisle,Consumer,United States,New York City,New York,58854.12835,East,OFF-LA-10004545,Office Supplies,Labels,Avery 506,220.356359,33.05345384,06-05-2018
6463,CA-2018-146724,20-11-2018,27-11-2018,Standard Class,HG-15026,Hunter Glantz,Consumer,United States,Lakeville,Minnesota,58855.02521,Central,OFF-AR-10001027,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",220.3536976,33.05305463,20-11-2018
6464,CA-2017-139879,11-11-2017,16-11-2017,Standard Class,LD-17006,Lisa DeCherney,Consumer,United States,Detroit,Michigan,58855.92207,Central,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,220.3510362,33.05265542,11-11-2017
6465,US-2017-106678,05-11-2017,10-11-2017,Standard Class,AS-10286,Alejandro Savely,Corporate,United States,Philadelphia,Pennsylvania,58856.81894,East,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,220.3483748,33.05225621,05-11-2017
6466,CA-2017-116975,09-10-2017,15-10-2017,Standard Class,MP-17966,Michael Paige,Corporate,United States,Troy,Ohio,58857.7158,East,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,220.3457134,33.051857,09-10-2017
6467,CA-2016-149972,21-09-2016,23-09-2016,First Class,CD-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,58858.61266,West,FUR-CH-10004998,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,220.343052,33.05145779,21-09-2016
6468,CA-2016-149972,21-09-2016,23-09-2016,First Class,CD-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,58859.50953,West,OFF-FA-10002764,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,220.3403906,33.05105858,21-09-2016
6469,US-2015-117744,02-12-2015,06-12-2015,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,58860.40639,Central,FUR-FU-10001589,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",220.3377292,33.05065937,02-12-2015
6470,US-2015-117744,02-12-2015,06-12-2015,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,58861.30325,Central,OFF-AR-10000941,Office Supplies,Art,Newell 344,220.3350678,33.05026016,02-12-2015
6471,US-2015-117744,02-12-2015,06-12-2015,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,58862.20012,Central,FUR-FU-10002760,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,220.3324064,33.04986095,02-12-2015
6472,CA-2015-125514,21-09-2015,22-09-2015,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,58863.09698,Central,OFF-AP-10006204,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,220.329745,33.04946174,21-09-2015
6473,CA-2015-125514,21-09-2015,22-09-2015,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,58863.99384,Central,OFF-AP-10009127,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,220.3270836,33.04906253,21-09-2015
6474,CA-2015-125514,21-09-2015,22-09-2015,First Class,BM-11650,Brian Moss,Corporate,United States,Omaha,Nebraska,58864.89071,Central,OFF-PA-10000030,Office Supplies,Paper,Xerox 225,220.3244222,33.04866332,21-09-2015
6475,CA-2015-154599,12-04-2015,17-04-2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,58865.78757,West,TEC-PH-9999595,Technology,Phones,Pyle PMP37LED,220.3217608,33.04826411,12-04-2015
6476,CA-2015-154599,12-04-2015,17-04-2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,58866.68443,West,TEC-PH-9998614,Technology,Phones,AT&T 1080 Corded phone,220.3190994,33.0478649,12-04-2015
6477,CA-2015-154599,12-04-2015,17-04-2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,58867.5813,West,OFF-BI-10002765,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,220.316438,33.04746569,12-04-2015
6478,CA-2015-154599,12-04-2015,17-04-2015,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,58868.47816,West,FUR-BO-10001338,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,220.3137766,33.04706648,12-04-2015
6479,CA-2018-158743,20-10-2018,27-10-2018,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,Arkansas,58869.37502,South,OFF-AR-10002258,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",220.3111152,33.04666727,20-10-2018
6480,CA-2018-158743,20-10-2018,27-10-2018,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,Arkansas,58870.27189,South,OFF-PA-10001020,Office Supplies,Paper,Xerox 1885,220.3084538,33.04626806,20-10-2018
6481,CA-2018-158743,20-10-2018,27-10-2018,Standard Class,IG-15085,Ivan Gibson,Consumer,United States,Little Rock,Arkansas,58871.16875,South,OFF-BI-10003365,Office Supplies,Binders,Binding Machine Supplies,220.3057924,33.04586885,20-10-2018
6482,CA-2017-153319,25-10-2017,28-10-2017,First Class,JS-15596,Jill Stevenson,Corporate,United States,Miami,Florida,58872.06561,South,TEC-PH-10000985,Technology,Phones,Panasonic KX-TG9471B,220.303131,33.04546964,25-10-2017
6483,US-2016-110164,01-11-2016,04-11-2016,First Class,GA-14726,Guy Armstrong,Consumer,United States,Salem,Oregon,58872.96248,West,OFF-AR-10001684,Office Supplies,Art,Lumber Crayons,220.3004696,33.04507043,01-11-2016
6484,CA-2018-143330,03-11-2018,08-11-2018,Standard Class,DL-13331,Denise Leinenbach,Consumer,United States,Las Cruces,New Mexico,58873.85934,West,FUR-FU-10000630,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,220.2978082,33.04467122,03-11-2018
6485,CA-2016-159380,12-05-2016,16-05-2016,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,California,58874.7562,West,OFF-PA-10004585,Office Supplies,Paper,Xerox 1944,220.2951468,33.04427201,12-05-2016
6486,CA-2016-159380,12-05-2016,16-05-2016,Standard Class,CS-12505,Cindy Stewart,Consumer,United States,San Francisco,California,58875.65307,West,OFF-PA-10004931,Office Supplies,Paper,Xerox 1935,220.2924854,33.0438728,12-05-2016
6487,CA-2016-122623,07-09-2016,11-09-2016,Standard Class,CC-12146,Charles Crestani,Consumer,United States,El Paso,Texas,58876.54993,Central,FUR-CH-10000554,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",220.289824,33.04347359,07-09-2016
6488,CA-2016-148635,25-07-2016,27-07-2016,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,58877.44679,West,OFF-FA-10004396,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,220.2871626,33.04307438,25-07-2016
6489,CA-2016-148635,25-07-2016,27-07-2016,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,58878.34366,West,OFF-PA-10004783,Office Supplies,Paper,Xerox 229,220.2845012,33.04267517,25-07-2016
6490,CA-2016-148635,25-07-2016,27-07-2016,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,58879.24052,West,FUR-BO-10002214,Furniture,Bookcases,"Sauder Forest Hills Library, Woodland Oak Finish",220.2818398,33.04227596,25-07-2016
6491,CA-2016-148635,25-07-2016,27-07-2016,Second Class,MH-18025,Michelle Huthwaite,Consumer,United States,Seattle,Washington,58880.13738,West,FUR-CH-10001855,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,220.2791784,33.04187675,25-07-2016
6492,CA-2016-135685,16-11-2016,18-11-2016,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,58881.03425,Central,OFF-PA-10000158,Office Supplies,Paper,Xerox 192,220.276517,33.04147754,16-11-2016
6493,CA-2016-135685,16-11-2016,18-11-2016,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,58881.93111,Central,FUR-FU-10001186,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/3",220.2738556,33.04107833,16-11-2016
6494,CA-2016-135685,16-11-2016,18-11-2016,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,58882.82797,Central,FUR-TA-10001521,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",220.2711942,33.04067912,16-11-2016
6495,CA-2016-135685,16-11-2016,18-11-2016,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,58883.72484,Central,TEC-AC-10004146,Technology,Accessories,Logitech diNovo Edge Keyboard,220.2685328,33.04027991,16-11-2016
6496,CA-2016-135685,16-11-2016,18-11-2016,Second Class,MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,58884.6217,Central,FUR-TA-10000689,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",220.2658714,33.0398807,16-11-2016
